archivo,ruta_limpia,elemento,etiqueta_real,prediccion,probabilidad_fisura,error
7029-241.jpg,/workspace/SDNET2018_LIMPIO/D/CD/7029-241.jpg,D,1,1,0.9947474598884583,name 'cantidad' is not defined
007-70.jpg,/workspace/SDNET2018_LIMPIO/P/CP/007-70.jpg,P,1,1,0.6022669672966003,name 'cantidad' is not defined
7020-131.jpg,/workspace/SDNET2018_LIMPIO/D/CD/7020-131.jpg,D,1,1,0.886356770992279,name 'cantidad' is not defined
097-112.jpg,/workspace/SDNET2018_LIMPIO/P/UP/097-112.jpg,P,0,1,0.5454100966453552,name 'cantidad' is not defined
028-76.jpg,/workspace/SDNET2018_LIMPIO/P/CP/028-76.jpg,P,1,1,0.9979300498962402,name 'cantidad' is not defined
7047-24.jpg,/workspace/SDNET2018_LIMPIO/D/CD/7047-24.jpg,D,1,1,0.9181398749351501,name 'cantidad' is not defined
7118-66.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7118-66.jpg,W,1,1,0.5232375860214233,name 'cantidad' is not defined
7096-79.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7096-79.jpg,W,0,1,0.8456571698188782,name 'cantidad' is not defined
7093-167.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7093-167.jpg,W,1,1,0.6253324151039124,name 'cantidad' is not defined
072-45.jpg,/workspace/SDNET2018_LIMPIO/P/CP/072-45.jpg,P,1,1,0.994860053062439,name 'cantidad' is not defined
7087-5.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7087-5.jpg,W,0,1,0.5000803470611572,name 'cantidad' is not defined
7115-125.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7115-125.jpg,W,0,1,0.5055084824562073,name 'cantidad' is not defined
7102-23.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7102-23.jpg,W,1,1,0.9937612414360046,name 'cantidad' is not defined
7113-136.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7113-136.jpg,W,1,1,0.9455589056015015,name 'cantidad' is not defined
074-104.jpg,/workspace/SDNET2018_LIMPIO/P/CP/074-104.jpg,P,1,1,0.5176275968551636,name 'cantidad' is not defined
004-114.jpg,/workspace/SDNET2018_LIMPIO/P/CP/004-114.jpg,P,1,1,0.9999998807907104,name 'cantidad' is not defined
7030-243.jpg,/workspace/SDNET2018_LIMPIO/D/UD/7030-243.jpg,D,0,1,0.9191422462463379,name 'cantidad' is not defined
7049-5.jpg,/workspace/SDNET2018_LIMPIO/D/UD/7049-5.jpg,D,0,1,0.9479944705963135,name 'cantidad' is not defined
7038-108.jpg,/workspace/SDNET2018_LIMPIO/D/CD/7038-108.jpg,D,1,1,0.7372679710388184,name 'cantidad' is not defined
7139-117.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7139-117.jpg,W,1,1,1.0,name 'cantidad' is not defined
7036-94.jpg,/workspace/SDNET2018_LIMPIO/D/CD/7036-94.jpg,D,1,1,0.9950888752937317,name 'cantidad' is not defined
7086-233.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7086-233.jpg,W,1,1,0.8281298279762268,name 'cantidad' is not defined
7140-150.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7140-150.jpg,W,1,1,0.9967340230941772,name 'cantidad' is not defined
040-163.jpg,/workspace/SDNET2018_LIMPIO/P/UP/040-163.jpg,P,0,1,0.5048554539680481,name 'cantidad' is not defined
037-81.jpg,/workspace/SDNET2018_LIMPIO/P/CP/037-81.jpg,P,1,1,0.992489218711853,name 'cantidad' is not defined
7002-133.jpg,/workspace/SDNET2018_LIMPIO/D/UD/7002-133.jpg,D,0,1,0.6208973526954651,name 'cantidad' is not defined
095-97.jpg,/workspace/SDNET2018_LIMPIO/P/CP/095-97.jpg,P,1,1,0.9999995231628418,name 'cantidad' is not defined
7138-169.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7138-169.jpg,W,0,1,0.5604459643363953,name 'cantidad' is not defined
7087-24.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7087-24.jpg,W,1,1,0.9233169555664062,name 'cantidad' is not defined
7104-4.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7104-4.jpg,W,0,1,0.5329238176345825,name 'cantidad' is not defined
7072-111.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7072-111.jpg,W,1,1,0.8288959860801697,name 'cantidad' is not defined
7125-141.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7125-141.jpg,W,0,1,0.5286901593208313,name 'cantidad' is not defined
7108-13.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7108-13.jpg,W,0,1,0.5222787857055664,name 'cantidad' is not defined
7004-147.jpg,/workspace/SDNET2018_LIMPIO/D/UD/7004-147.jpg,D,0,1,0.6411769986152649,name 'cantidad' is not defined
009-90.jpg,/workspace/SDNET2018_LIMPIO/P/CP/009-90.jpg,P,1,1,0.6542595028877258,name 'cantidad' is not defined
7013-81.jpg,/workspace/SDNET2018_LIMPIO/D/CD/7013-81.jpg,D,1,1,0.9999703168869019,name 'cantidad' is not defined
7070-15.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7070-15.jpg,W,0,1,0.8029283881187439,name 'cantidad' is not defined
089-61.jpg,/workspace/SDNET2018_LIMPIO/P/CP/089-61.jpg,P,1,1,0.8564811944961548,name 'cantidad' is not defined
093-107.jpg,/workspace/SDNET2018_LIMPIO/P/UP/093-107.jpg,P,0,1,0.5962907075881958,name 'cantidad' is not defined
7011-160.jpg,/workspace/SDNET2018_LIMPIO/D/CD/7011-160.jpg,D,1,1,0.9999992847442627,name 'cantidad' is not defined
7021-25.jpg,/workspace/SDNET2018_LIMPIO/D/UD/7021-25.jpg,D,0,1,0.6851623058319092,name 'cantidad' is not defined
7089-244.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7089-244.jpg,W,0,1,0.5989735722541809,name 'cantidad' is not defined
025-74.jpg,/workspace/SDNET2018_LIMPIO/P/UP/025-74.jpg,P,0,1,0.6272364258766174,name 'cantidad' is not defined
094-101.jpg,/workspace/SDNET2018_LIMPIO/P/CP/094-101.jpg,P,1,1,0.7362532615661621,name 'cantidad' is not defined
7102-229.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7102-229.jpg,W,1,1,0.9999685287475586,name 'cantidad' is not defined
036-209.jpg,/workspace/SDNET2018_LIMPIO/P/UP/036-209.jpg,P,0,1,0.8328389525413513,name 'cantidad' is not defined
7140-13_2.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7140-13_2.jpg,W,1,1,0.7389149069786072,name 'cantidad' is not defined
7023-103.jpg,/workspace/SDNET2018_LIMPIO/D/UD/7023-103.jpg,D,0,1,0.5904144048690796,name 'cantidad' is not defined
096-135.jpg,/workspace/SDNET2018_LIMPIO/P/UP/096-135.jpg,P,0,1,0.999606192111969,name 'cantidad' is not defined
7005-46.jpg,/workspace/SDNET2018_LIMPIO/D/UD/7005-46.jpg,D,0,1,0.574941098690033,name 'cantidad' is not defined
7069-21.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7069-21.jpg,W,1,1,0.5456234216690063,name 'cantidad' is not defined
7095-155.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7095-155.jpg,W,1,1,0.9997633099555969,name 'cantidad' is not defined
7091-26.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7091-26.jpg,W,0,1,0.5212340354919434,name 'cantidad' is not defined
7125-225.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7125-225.jpg,W,1,1,0.9999985694885254,name 'cantidad' is not defined
7106-242.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7106-242.jpg,W,1,1,0.8550218939781189,name 'cantidad' is not defined
7006-23.jpg,/workspace/SDNET2018_LIMPIO/D/CD/7006-23.jpg,D,1,1,0.9965320825576782,name 'cantidad' is not defined
039-22.jpg,/workspace/SDNET2018_LIMPIO/P/UP/039-22.jpg,P,0,1,0.6009922027587891,name 'cantidad' is not defined
7139-243.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7139-243.jpg,W,0,1,0.6191903352737427,name 'cantidad' is not defined
083-161.jpg,/workspace/SDNET2018_LIMPIO/P/UP/083-161.jpg,P,0,1,0.7330760359764099,name 'cantidad' is not defined
069-59.jpg,/workspace/SDNET2018_LIMPIO/P/CP/069-59.jpg,P,1,1,0.9999945163726807,name 'cantidad' is not defined
057-29.jpg,/workspace/SDNET2018_LIMPIO/P/UP/057-29.jpg,P,0,1,0.852938711643219,name 'cantidad' is not defined
7124-61.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7124-61.jpg,W,1,1,0.9773907661437988,name 'cantidad' is not defined
7077-164.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7077-164.jpg,W,1,1,0.9228321313858032,name 'cantidad' is not defined
7115-14.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7115-14.jpg,W,0,1,0.6592435240745544,name 'cantidad' is not defined
7072-76.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7072-76.jpg,W,1,1,0.9866151213645935,name 'cantidad' is not defined
7014-213.jpg,/workspace/SDNET2018_LIMPIO/D/UD/7014-213.jpg,D,0,1,0.6853493452072144,name 'cantidad' is not defined
7128-111.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7128-111.jpg,W,0,1,0.6295313239097595,name 'cantidad' is not defined
7088-1.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7088-1.jpg,W,1,1,0.9860972762107849,name 'cantidad' is not defined
010-122.jpg,/workspace/SDNET2018_LIMPIO/P/CP/010-122.jpg,P,1,1,0.8245478272438049,name 'cantidad' is not defined
7112-112.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7112-112.jpg,W,1,1,0.8857464790344238,name 'cantidad' is not defined
7115-192.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7115-192.jpg,W,1,1,0.982675313949585,name 'cantidad' is not defined
7123-175.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7123-175.jpg,W,1,1,0.5449930429458618,name 'cantidad' is not defined
039-46.jpg,/workspace/SDNET2018_LIMPIO/P/UP/039-46.jpg,P,0,1,0.6813763380050659,name 'cantidad' is not defined
7009-82.jpg,/workspace/SDNET2018_LIMPIO/D/CD/7009-82.jpg,D,1,1,0.9999371767044067,name 'cantidad' is not defined
7039-69.jpg,/workspace/SDNET2018_LIMPIO/D/UD/7039-69.jpg,D,0,1,0.6138346791267395,name 'cantidad' is not defined
7007-80.jpg,/workspace/SDNET2018_LIMPIO/D/UD/7007-80.jpg,D,0,1,0.6849918961524963,name 'cantidad' is not defined
092-142.jpg,/workspace/SDNET2018_LIMPIO/P/UP/092-142.jpg,P,0,1,0.6215605735778809,name 'cantidad' is not defined
7070-32.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7070-32.jpg,W,0,1,0.5846102833747864,name 'cantidad' is not defined
100-133.jpg,/workspace/SDNET2018_LIMPIO/P/UP/100-133.jpg,P,0,1,0.7582104206085205,name 'cantidad' is not defined
7131-133.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7131-133.jpg,W,0,1,0.6820365786552429,name 'cantidad' is not defined
7016-39.jpg,/workspace/SDNET2018_LIMPIO/D/UD/7016-39.jpg,D,0,1,0.8384290337562561,name 'cantidad' is not defined
7115-81.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7115-81.jpg,W,1,1,0.8679469227790833,name 'cantidad' is not defined
098-98.jpg,/workspace/SDNET2018_LIMPIO/P/CP/098-98.jpg,P,1,1,0.935300886631012,name 'cantidad' is not defined
7049-128.jpg,/workspace/SDNET2018_LIMPIO/D/CD/7049-128.jpg,D,1,1,0.7033734321594238,name 'cantidad' is not defined
7118-122.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7118-122.jpg,W,0,1,0.6330986022949219,name 'cantidad' is not defined
7004-79.jpg,/workspace/SDNET2018_LIMPIO/D/UD/7004-79.jpg,D,0,1,0.6133347153663635,name 'cantidad' is not defined
7080-44.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7080-44.jpg,W,0,1,0.5241208076477051,name 'cantidad' is not defined
7011-39.jpg,/workspace/SDNET2018_LIMPIO/D/CD/7011-39.jpg,D,1,1,0.8631938695907593,name 'cantidad' is not defined
7115-185.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7115-185.jpg,W,0,1,0.6862826943397522,name 'cantidad' is not defined
008-57.jpg,/workspace/SDNET2018_LIMPIO/P/UP/008-57.jpg,P,0,1,0.5047815442085266,name 'cantidad' is not defined
7039-164.jpg,/workspace/SDNET2018_LIMPIO/D/CD/7039-164.jpg,D,1,1,0.7505747079849243,name 'cantidad' is not defined
7071-238.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7071-238.jpg,W,0,1,0.6885301470756531,name 'cantidad' is not defined
082-122.jpg,/workspace/SDNET2018_LIMPIO/P/CP/082-122.jpg,P,1,1,0.9526244401931763,name 'cantidad' is not defined
7084-44.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7084-44.jpg,W,1,1,0.9999988079071045,name 'cantidad' is not defined
7022-167.jpg,/workspace/SDNET2018_LIMPIO/D/UD/7022-167.jpg,D,0,1,0.5079730153083801,name 'cantidad' is not defined
104-41.jpg,/workspace/SDNET2018_LIMPIO/P/CP/104-41.jpg,P,1,1,0.500850260257721,name 'cantidad' is not defined
7001-106.jpg,/workspace/SDNET2018_LIMPIO/D/UD/7001-106.jpg,D,0,1,0.5506399869918823,name 'cantidad' is not defined
024-169.jpg,/workspace/SDNET2018_LIMPIO/P/UP/024-169.jpg,P,0,1,0.9570558667182922,name 'cantidad' is not defined
7080-62.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7080-62.jpg,W,0,1,0.5362545847892761,name 'cantidad' is not defined
7133-120.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7133-120.jpg,W,0,1,0.9818165302276611,name 'cantidad' is not defined
028-55.jpg,/workspace/SDNET2018_LIMPIO/P/CP/028-55.jpg,P,1,1,0.9430651664733887,name 'cantidad' is not defined
7077-192.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7077-192.jpg,W,1,1,0.6093949675559998,name 'cantidad' is not defined
7082-95.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7082-95.jpg,W,1,1,0.5962939262390137,name 'cantidad' is not defined
097-153.jpg,/workspace/SDNET2018_LIMPIO/P/UP/097-153.jpg,P,0,1,0.6323037147521973,name 'cantidad' is not defined
7135-222.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7135-222.jpg,W,1,1,0.9989901185035706,name 'cantidad' is not defined
7139-4.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7139-4.jpg,W,0,1,0.532927393913269,name 'cantidad' is not defined
7091-133.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7091-133.jpg,W,0,1,0.8411979079246521,name 'cantidad' is not defined
080-146.jpg,/workspace/SDNET2018_LIMPIO/P/UP/080-146.jpg,P,0,1,0.7394376397132874,name 'cantidad' is not defined
7118-239.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7118-239.jpg,W,0,1,0.5433939099311829,name 'cantidad' is not defined
086-94.jpg,/workspace/SDNET2018_LIMPIO/P/CP/086-94.jpg,P,1,1,0.9869188666343689,name 'cantidad' is not defined
7073-33.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7073-33.jpg,W,1,1,0.7017016410827637,name 'cantidad' is not defined
096-144.jpg,/workspace/SDNET2018_LIMPIO/P/UP/096-144.jpg,P,0,1,0.9828798174858093,name 'cantidad' is not defined
7080-77.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7080-77.jpg,W,0,1,0.7843877673149109,name 'cantidad' is not defined
7086-162.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7086-162.jpg,W,0,1,0.5101780891418457,name 'cantidad' is not defined
7113-248.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7113-248.jpg,W,1,1,0.5230961441993713,name 'cantidad' is not defined
7124-158.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7124-158.jpg,W,1,1,0.9999995231628418,name 'cantidad' is not defined
7071-85.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7071-85.jpg,W,0,1,0.5983434915542603,name 'cantidad' is not defined
044-97.jpg,/workspace/SDNET2018_LIMPIO/P/UP/044-97.jpg,P,0,1,0.8349817991256714,name 'cantidad' is not defined
7070-151.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7070-151.jpg,W,0,1,0.513100802898407,name 'cantidad' is not defined
7080-102.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7080-102.jpg,W,0,1,0.7524087429046631,name 'cantidad' is not defined
7094-44.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7094-44.jpg,W,1,1,0.9813732504844666,name 'cantidad' is not defined
061-101.jpg,/workspace/SDNET2018_LIMPIO/P/CP/061-101.jpg,P,1,1,0.999778687953949,name 'cantidad' is not defined
7086-85.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7086-85.jpg,W,1,1,0.999962568283081,name 'cantidad' is not defined
070-174.jpg,/workspace/SDNET2018_LIMPIO/P/UP/070-174.jpg,P,0,1,0.7139993906021118,name 'cantidad' is not defined
7013-60.jpg,/workspace/SDNET2018_LIMPIO/D/UD/7013-60.jpg,D,0,1,0.5059137344360352,name 'cantidad' is not defined
055-155.jpg,/workspace/SDNET2018_LIMPIO/P/UP/055-155.jpg,P,0,1,0.5855445861816406,name 'cantidad' is not defined
7131-76.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7131-76.jpg,W,0,1,0.533420979976654,name 'cantidad' is not defined
7071-29.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7071-29.jpg,W,0,1,0.994397759437561,name 'cantidad' is not defined
047-119.jpg,/workspace/SDNET2018_LIMPIO/P/CP/047-119.jpg,P,1,1,0.9998452663421631,name 'cantidad' is not defined
7089-169.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7089-169.jpg,W,0,1,0.6825939416885376,name 'cantidad' is not defined
101-138.jpg,/workspace/SDNET2018_LIMPIO/P/CP/101-138.jpg,P,1,1,0.9997132420539856,name 'cantidad' is not defined
7074-225.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7074-225.jpg,W,1,1,1.0,name 'cantidad' is not defined
7119-205.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7119-205.jpg,W,1,1,0.5037865042686462,name 'cantidad' is not defined
074-37.jpg,/workspace/SDNET2018_LIMPIO/P/CP/074-37.jpg,P,1,1,0.5266210436820984,name 'cantidad' is not defined
7087-129.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7087-129.jpg,W,0,1,0.5413902401924133,name 'cantidad' is not defined
7131-225.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7131-225.jpg,W,0,1,0.5097018480300903,name 'cantidad' is not defined
7027-203.jpg,/workspace/SDNET2018_LIMPIO/D/UD/7027-203.jpg,D,0,1,0.5952078700065613,name 'cantidad' is not defined
024-151.jpg,/workspace/SDNET2018_LIMPIO/P/UP/024-151.jpg,P,0,1,0.8315801620483398,name 'cantidad' is not defined
7089-118.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7089-118.jpg,W,1,1,0.7463057637214661,name 'cantidad' is not defined
060-184.jpg,/workspace/SDNET2018_LIMPIO/P/CP/060-184.jpg,P,1,1,0.8129276633262634,name 'cantidad' is not defined
7084-94.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7084-94.jpg,W,0,1,0.6256303191184998,name 'cantidad' is not defined
046-26.jpg,/workspace/SDNET2018_LIMPIO/P/UP/046-26.jpg,P,0,1,0.577174186706543,name 'cantidad' is not defined
011-134.jpg,/workspace/SDNET2018_LIMPIO/P/UP/011-134.jpg,P,0,1,0.700471818447113,name 'cantidad' is not defined
7005-142.jpg,/workspace/SDNET2018_LIMPIO/D/CD/7005-142.jpg,D,1,1,0.840906023979187,name 'cantidad' is not defined
045-191.jpg,/workspace/SDNET2018_LIMPIO/P/UP/045-191.jpg,P,0,1,0.6231694221496582,name 'cantidad' is not defined
7037-62.jpg,/workspace/SDNET2018_LIMPIO/D/CD/7037-62.jpg,D,1,1,0.9026749730110168,name 'cantidad' is not defined
7112-25.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7112-25.jpg,W,0,1,0.823340117931366,name 'cantidad' is not defined
7085-230.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7085-230.jpg,W,0,1,0.5907784700393677,name 'cantidad' is not defined
7022-58.jpg,/workspace/SDNET2018_LIMPIO/D/CD/7022-58.jpg,D,1,1,0.9954166412353516,name 'cantidad' is not defined
7087-100.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7087-100.jpg,W,1,1,0.9981301426887512,name 'cantidad' is not defined
7114-26.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7114-26.jpg,W,1,1,0.8809031248092651,name 'cantidad' is not defined
7024-111.jpg,/workspace/SDNET2018_LIMPIO/D/CD/7024-111.jpg,D,1,1,0.9974581599235535,name 'cantidad' is not defined
102-113.jpg,/workspace/SDNET2018_LIMPIO/P/CP/102-113.jpg,P,1,1,0.998803973197937,name 'cantidad' is not defined
091-68.jpg,/workspace/SDNET2018_LIMPIO/P/UP/091-68.jpg,P,0,1,0.6086868643760681,name 'cantidad' is not defined
7114-189.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7114-189.jpg,W,0,1,0.5259144306182861,name 'cantidad' is not defined
7021-189.jpg,/workspace/SDNET2018_LIMPIO/D/CD/7021-189.jpg,D,1,1,0.9994745850563049,name 'cantidad' is not defined
7115-148.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7115-148.jpg,W,0,1,0.9051839709281921,name 'cantidad' is not defined
101-137.jpg,/workspace/SDNET2018_LIMPIO/P/CP/101-137.jpg,P,1,1,0.9999995231628418,name 'cantidad' is not defined
7091-113.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7091-113.jpg,W,0,1,0.704368531703949,name 'cantidad' is not defined
009-19.jpg,/workspace/SDNET2018_LIMPIO/P/UP/009-19.jpg,P,0,1,0.551037073135376,name 'cantidad' is not defined
7119-242.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7119-242.jpg,W,1,1,0.9999994039535522,name 'cantidad' is not defined
036-229.jpg,/workspace/SDNET2018_LIMPIO/P/UP/036-229.jpg,P,0,1,0.5429203510284424,name 'cantidad' is not defined
7091-151.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7091-151.jpg,W,0,1,0.885668158531189,name 'cantidad' is not defined
7077-201.jpg,/workspace/SDNET2018_LIMPIO/W/UW/7077-201.jpg,W,0,1,0.6516578793525696,name 'cantidad' is not defined
7083-185.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7083-185.jpg,W,1,1,0.5713302493095398,name 'cantidad' is not defined
101-44.jpg,/workspace/SDNET2018_LIMPIO/P/UP/101-44.jpg,P,0,1,0.6365986466407776,name 'cantidad' is not defined
7004-154.jpg,/workspace/SDNET2018_LIMPIO/D/UD/7004-154.jpg,D,0,1,0.5287589430809021,name 'cantidad' is not defined
086-211.jpg,/workspace/SDNET2018_LIMPIO/P/UP/086-211.jpg,P,0,1,0.6838119029998779,name 'cantidad' is not defined
7048-234.jpg,/workspace/SDNET2018_LIMPIO/D/UD/7048-234.jpg,D,0,1,0.6688671708106995,name 'cantidad' is not defined
090-40.jpg,/workspace/SDNET2018_LIMPIO/P/UP/090-40.jpg,P,0,1,0.8526982069015503,name 'cantidad' is not defined
7126-85.jpg,/workspace/SDNET2018_LIMPIO/W/CW/7126-85.jpg,W,1,1,0.6708184480667114,name 'cantidad' is not defined
7036-152.jpg,/workspace/SDNET2018_LIMPIO/D/CD/7036-152.jpg,D,1,1,0.9994286894798279,name 'cantidad' is not defined
7021-217.jpg,/workspace/SDNET2018_LIMPIO/D/CD/7021-217.jpg,D,1,1,0.7804785370826721,name 'cantidad' is not defined
