archivo,ruta,carpeta,elemento,estado,etiqueta,ancho_px,alto_px,formato,modo_color,tamaño_bytes,imagen_valida,tamaño_kb,ruta_limpia,estrato
7105-185.jpg,/workspace/SDNET2018/W/UW/7105-185.jpg,UW,W,Sin grieta,0,256,256,JPEG,RGB,8281,True,8.0869140625,/workspace/SDNET2018_LIMPIO/W/UW/7105-185.jpg,W_0
002-186.jpg,/workspace/SDNET2018/P/UP/002-186.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,9495,True,9.2724609375,/workspace/SDNET2018_LIMPIO/P/UP/002-186.jpg,P_0
015-50.jpg,/workspace/SDNET2018/P/UP/015-50.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,13464,True,13.1484375,/workspace/SDNET2018_LIMPIO/P/UP/015-50.jpg,P_0
026-101.jpg,/workspace/SDNET2018/P/UP/026-101.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,11133,True,10.8720703125,/workspace/SDNET2018_LIMPIO/P/UP/026-101.jpg,P_0
7049-75.jpg,/workspace/SDNET2018/D/CD/7049-75.jpg,CD,D,Con grieta,1,256,256,JPEG,RGB,5703,True,5.5693359375,/workspace/SDNET2018_LIMPIO/D/CD/7049-75.jpg,D_1
085-84.jpg,/workspace/SDNET2018/P/UP/085-84.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,11776,True,11.5,/workspace/SDNET2018_LIMPIO/P/UP/085-84.jpg,P_0
047-131.jpg,/workspace/SDNET2018/P/UP/047-131.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,11710,True,11.435546875,/workspace/SDNET2018_LIMPIO/P/UP/047-131.jpg,P_0
7057-119.jpg,/workspace/SDNET2018/D/UD/7057-119.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,8215,True,8.0224609375,/workspace/SDNET2018_LIMPIO/D/UD/7057-119.jpg,D_0
086-69.jpg,/workspace/SDNET2018/P/UP/086-69.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,6301,True,6.1533203125,/workspace/SDNET2018_LIMPIO/P/UP/086-69.jpg,P_0
023-58.jpg,/workspace/SDNET2018/P/UP/023-58.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,14850,True,14.501953125,/workspace/SDNET2018_LIMPIO/P/UP/023-58.jpg,P_0
002-126.jpg,/workspace/SDNET2018/P/CP/002-126.jpg,CP,P,Con grieta,1,256,256,JPEG,RGB,12172,True,11.88671875,/workspace/SDNET2018_LIMPIO/P/CP/002-126.jpg,P_1
7008-131.jpg,/workspace/SDNET2018/D/UD/7008-131.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,8471,True,8.2724609375,/workspace/SDNET2018_LIMPIO/D/UD/7008-131.jpg,D_0
045-8.jpg,/workspace/SDNET2018/P/UP/045-8.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,15805,True,15.4345703125,/workspace/SDNET2018_LIMPIO/P/UP/045-8.jpg,P_0
7110-191.jpg,/workspace/SDNET2018/W/UW/7110-191.jpg,UW,W,Sin grieta,0,256,256,JPEG,RGB,6576,True,6.421875,/workspace/SDNET2018_LIMPIO/W/UW/7110-191.jpg,W_0
7112-56.jpg,/workspace/SDNET2018/W/UW/7112-56.jpg,UW,W,Sin grieta,0,256,256,JPEG,RGB,4336,True,4.234375,/workspace/SDNET2018_LIMPIO/W/UW/7112-56.jpg,W_0
7001-174.jpg,/workspace/SDNET2018/D/UD/7001-174.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,7651,True,7.4716796875,/workspace/SDNET2018_LIMPIO/D/UD/7001-174.jpg,D_0
7119-189.jpg,/workspace/SDNET2018/W/UW/7119-189.jpg,UW,W,Sin grieta,0,256,256,JPEG,RGB,8157,True,7.9658203125,/workspace/SDNET2018_LIMPIO/W/UW/7119-189.jpg,W_0
7080-83.jpg,/workspace/SDNET2018/W/UW/7080-83.jpg,UW,W,Sin grieta,0,256,256,JPEG,RGB,6321,True,6.1728515625,/workspace/SDNET2018_LIMPIO/W/UW/7080-83.jpg,W_0
7080-244.jpg,/workspace/SDNET2018/W/CW/7080-244.jpg,CW,W,Con grieta,1,256,256,JPEG,RGB,5639,True,5.5068359375,/workspace/SDNET2018_LIMPIO/W/CW/7080-244.jpg,W_1
014-102.jpg,/workspace/SDNET2018/P/CP/014-102.jpg,CP,P,Con grieta,1,256,256,JPEG,RGB,15442,True,15.080078125,/workspace/SDNET2018_LIMPIO/P/CP/014-102.jpg,P_1
070-226.jpg,/workspace/SDNET2018/P/UP/070-226.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,15061,True,14.7080078125,/workspace/SDNET2018_LIMPIO/P/UP/070-226.jpg,P_0
012-11.jpg,/workspace/SDNET2018/P/UP/012-11.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,14051,True,13.7216796875,/workspace/SDNET2018_LIMPIO/P/UP/012-11.jpg,P_0
071-197.jpg,/workspace/SDNET2018/P/UP/071-197.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,11357,True,11.0908203125,/workspace/SDNET2018_LIMPIO/P/UP/071-197.jpg,P_0
7010-251.jpg,/workspace/SDNET2018/D/UD/7010-251.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,6566,True,6.412109375,/workspace/SDNET2018_LIMPIO/D/UD/7010-251.jpg,D_0
098-87.jpg,/workspace/SDNET2018/P/UP/098-87.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,10897,True,10.6416015625,/workspace/SDNET2018_LIMPIO/P/UP/098-87.jpg,P_0
012-167.jpg,/workspace/SDNET2018/P/UP/012-167.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,18023,True,17.6005859375,/workspace/SDNET2018_LIMPIO/P/UP/012-167.jpg,P_0
076-196.jpg,/workspace/SDNET2018/P/CP/076-196.jpg,CP,P,Con grieta,1,256,256,JPEG,RGB,14126,True,13.794921875,/workspace/SDNET2018_LIMPIO/P/CP/076-196.jpg,P_1
7007-45.jpg,/workspace/SDNET2018/D/UD/7007-45.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,7414,True,7.240234375,/workspace/SDNET2018_LIMPIO/D/UD/7007-45.jpg,D_0
7104-48.jpg,/workspace/SDNET2018/W/UW/7104-48.jpg,UW,W,Sin grieta,0,256,256,JPEG,RGB,6689,True,6.5322265625,/workspace/SDNET2018_LIMPIO/W/UW/7104-48.jpg,W_0
7092-66.jpg,/workspace/SDNET2018/W/CW/7092-66.jpg,CW,W,Con grieta,1,256,256,JPEG,RGB,5361,True,5.2353515625,/workspace/SDNET2018_LIMPIO/W/CW/7092-66.jpg,W_1
100-141.jpg,/workspace/SDNET2018/P/CP/100-141.jpg,CP,P,Con grieta,1,256,256,JPEG,RGB,11412,True,11.14453125,/workspace/SDNET2018_LIMPIO/P/CP/100-141.jpg,P_1
7108-235.jpg,/workspace/SDNET2018/W/UW/7108-235.jpg,UW,W,Sin grieta,0,256,256,JPEG,RGB,4065,True,3.9697265625,/workspace/SDNET2018_LIMPIO/W/UW/7108-235.jpg,W_0
7070-9.jpg,/workspace/SDNET2018/W/CW/7070-9.jpg,CW,W,Con grieta,1,256,256,JPEG,RGB,6215,True,6.0693359375,/workspace/SDNET2018_LIMPIO/W/CW/7070-9.jpg,W_1
034-4.jpg,/workspace/SDNET2018/P/UP/034-4.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,8780,True,8.57421875,/workspace/SDNET2018_LIMPIO/P/UP/034-4.jpg,P_0
7106-58.jpg,/workspace/SDNET2018/W/UW/7106-58.jpg,UW,W,Sin grieta,0,256,256,JPEG,RGB,7084,True,6.91796875,/workspace/SDNET2018_LIMPIO/W/UW/7106-58.jpg,W_0
099-8.jpg,/workspace/SDNET2018/P/UP/099-8.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,11238,True,10.974609375,/workspace/SDNET2018_LIMPIO/P/UP/099-8.jpg,P_0
7079-119.jpg,/workspace/SDNET2018/W/UW/7079-119.jpg,UW,W,Sin grieta,0,256,256,JPEG,RGB,7331,True,7.1591796875,/workspace/SDNET2018_LIMPIO/W/UW/7079-119.jpg,W_0
7003-148.jpg,/workspace/SDNET2018/D/UD/7003-148.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,6396,True,6.24609375,/workspace/SDNET2018_LIMPIO/D/UD/7003-148.jpg,D_0
7131-221.jpg,/workspace/SDNET2018/W/UW/7131-221.jpg,UW,W,Sin grieta,0,256,256,JPEG,RGB,6952,True,6.7890625,/workspace/SDNET2018_LIMPIO/W/UW/7131-221.jpg,W_0
7120-111.jpg,/workspace/SDNET2018/W/UW/7120-111.jpg,UW,W,Sin grieta,0,256,256,JPEG,RGB,9754,True,9.525390625,/workspace/SDNET2018_LIMPIO/W/UW/7120-111.jpg,W_0
030-36.jpg,/workspace/SDNET2018/P/UP/030-36.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,6498,True,6.345703125,/workspace/SDNET2018_LIMPIO/P/UP/030-36.jpg,P_0
085-161.jpg,/workspace/SDNET2018/P/UP/085-161.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,8525,True,8.3251953125,/workspace/SDNET2018_LIMPIO/P/UP/085-161.jpg,P_0
013-112.jpg,/workspace/SDNET2018/P/UP/013-112.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,17077,True,16.6767578125,/workspace/SDNET2018_LIMPIO/P/UP/013-112.jpg,P_0
065-196.jpg,/workspace/SDNET2018/P/UP/065-196.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,12346,True,12.056640625,/workspace/SDNET2018_LIMPIO/P/UP/065-196.jpg,P_0
7044-71.jpg,/workspace/SDNET2018/D/UD/7044-71.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,7080,True,6.9140625,/workspace/SDNET2018_LIMPIO/D/UD/7044-71.jpg,D_0
7010-39.jpg,/workspace/SDNET2018/D/UD/7010-39.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,4877,True,4.7626953125,/workspace/SDNET2018_LIMPIO/D/UD/7010-39.jpg,D_0
7022-79.jpg,/workspace/SDNET2018/D/UD/7022-79.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,7032,True,6.8671875,/workspace/SDNET2018_LIMPIO/D/UD/7022-79.jpg,D_0
7089-67.jpg,/workspace/SDNET2018/W/UW/7089-67.jpg,UW,W,Sin grieta,0,256,256,JPEG,RGB,8361,True,8.1650390625,/workspace/SDNET2018_LIMPIO/W/UW/7089-67.jpg,W_0
7054-38.jpg,/workspace/SDNET2018/D/UD/7054-38.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,4443,True,4.3388671875,/workspace/SDNET2018_LIMPIO/D/UD/7054-38.jpg,D_0
051-87.jpg,/workspace/SDNET2018/P/UP/051-87.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,12336,True,12.046875,/workspace/SDNET2018_LIMPIO/P/UP/051-87.jpg,P_0
7109-142.jpg,/workspace/SDNET2018/W/UW/7109-142.jpg,UW,W,Sin grieta,0,256,256,JPEG,RGB,6250,True,6.103515625,/workspace/SDNET2018_LIMPIO/W/UW/7109-142.jpg,W_0
7012-117.jpg,/workspace/SDNET2018/D/UD/7012-117.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,9189,True,8.9736328125,/workspace/SDNET2018_LIMPIO/D/UD/7012-117.jpg,D_0
031-12.jpg,/workspace/SDNET2018/P/UP/031-12.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,11188,True,10.92578125,/workspace/SDNET2018_LIMPIO/P/UP/031-12.jpg,P_0
086-171.jpg,/workspace/SDNET2018/P/UP/086-171.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,11199,True,10.9365234375,/workspace/SDNET2018_LIMPIO/P/UP/086-171.jpg,P_0
7045-210.jpg,/workspace/SDNET2018/D/UD/7045-210.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,9015,True,8.8037109375,/workspace/SDNET2018_LIMPIO/D/UD/7045-210.jpg,D_0
064-220.jpg,/workspace/SDNET2018/P/UP/064-220.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,11745,True,11.4697265625,/workspace/SDNET2018_LIMPIO/P/UP/064-220.jpg,P_0
7023-139.jpg,/workspace/SDNET2018/D/UD/7023-139.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,7440,True,7.265625,/workspace/SDNET2018_LIMPIO/D/UD/7023-139.jpg,D_0
7011-59.jpg,/workspace/SDNET2018/D/CD/7011-59.jpg,CD,D,Con grieta,1,256,256,JPEG,RGB,6546,True,6.392578125,/workspace/SDNET2018_LIMPIO/D/CD/7011-59.jpg,D_1
7007-70.jpg,/workspace/SDNET2018/D/UD/7007-70.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,7129,True,6.9619140625,/workspace/SDNET2018_LIMPIO/D/UD/7007-70.jpg,D_0
7017-110.jpg,/workspace/SDNET2018/D/UD/7017-110.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,9008,True,8.796875,/workspace/SDNET2018_LIMPIO/D/UD/7017-110.jpg,D_0
7120-85.jpg,/workspace/SDNET2018/W/UW/7120-85.jpg,UW,W,Sin grieta,0,256,256,JPEG,RGB,8299,True,8.1044921875,/workspace/SDNET2018_LIMPIO/W/UW/7120-85.jpg,W_0
7092-131.jpg,/workspace/SDNET2018/W/CW/7092-131.jpg,CW,W,Con grieta,1,256,256,JPEG,RGB,6510,True,6.357421875,/workspace/SDNET2018_LIMPIO/W/CW/7092-131.jpg,W_1
002-202.jpg,/workspace/SDNET2018/P/UP/002-202.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,8811,True,8.6044921875,/workspace/SDNET2018_LIMPIO/P/UP/002-202.jpg,P_0
035-166.jpg,/workspace/SDNET2018/P/UP/035-166.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,16479,True,16.0927734375,/workspace/SDNET2018_LIMPIO/P/UP/035-166.jpg,P_0
065-37.jpg,/workspace/SDNET2018/P/UP/065-37.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,10027,True,9.7919921875,/workspace/SDNET2018_LIMPIO/P/UP/065-37.jpg,P_0
003-108.jpg,/workspace/SDNET2018/P/UP/003-108.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,10918,True,10.662109375,/workspace/SDNET2018_LIMPIO/P/UP/003-108.jpg,P_0
7116-240.jpg,/workspace/SDNET2018/W/UW/7116-240.jpg,UW,W,Sin grieta,0,256,256,JPEG,RGB,4701,True,4.5908203125,/workspace/SDNET2018_LIMPIO/W/UW/7116-240.jpg,W_0
7080-55.jpg,/workspace/SDNET2018/W/UW/7080-55.jpg,UW,W,Sin grieta,0,256,256,JPEG,RGB,4245,True,4.1455078125,/workspace/SDNET2018_LIMPIO/W/UW/7080-55.jpg,W_0
7028-162.jpg,/workspace/SDNET2018/D/CD/7028-162.jpg,CD,D,Con grieta,1,256,256,JPEG,RGB,7304,True,7.1328125,/workspace/SDNET2018_LIMPIO/D/CD/7028-162.jpg,D_1
009-30.jpg,/workspace/SDNET2018/P/UP/009-30.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,11782,True,11.505859375,/workspace/SDNET2018_LIMPIO/P/UP/009-30.jpg,P_0
098-101.jpg,/workspace/SDNET2018/P/CP/098-101.jpg,CP,P,Con grieta,1,256,256,JPEG,RGB,15064,True,14.7109375,/workspace/SDNET2018_LIMPIO/P/CP/098-101.jpg,P_1
032-149.jpg,/workspace/SDNET2018/P/UP/032-149.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,16251,True,15.8701171875,/workspace/SDNET2018_LIMPIO/P/UP/032-149.jpg,P_0
014-144.jpg,/workspace/SDNET2018/P/CP/014-144.jpg,CP,P,Con grieta,1,256,256,JPEG,RGB,9935,True,9.7021484375,/workspace/SDNET2018_LIMPIO/P/CP/014-144.jpg,P_1
104-56.jpg,/workspace/SDNET2018/P/UP/104-56.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,5718,True,5.583984375,/workspace/SDNET2018_LIMPIO/P/UP/104-56.jpg,P_0
7029-178.jpg,/workspace/SDNET2018/D/UD/7029-178.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,7809,True,7.6259765625,/workspace/SDNET2018_LIMPIO/D/UD/7029-178.jpg,D_0
7070-78.jpg,/workspace/SDNET2018/W/CW/7070-78.jpg,CW,W,Con grieta,1,256,256,JPEG,RGB,7241,True,7.0712890625,/workspace/SDNET2018_LIMPIO/W/CW/7070-78.jpg,W_1
7016-247.jpg,/workspace/SDNET2018/D/UD/7016-247.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,6428,True,6.27734375,/workspace/SDNET2018_LIMPIO/D/UD/7016-247.jpg,D_0
041-95.jpg,/workspace/SDNET2018/P/UP/041-95.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,16184,True,15.8046875,/workspace/SDNET2018_LIMPIO/P/UP/041-95.jpg,P_0
066-88.jpg,/workspace/SDNET2018/P/CP/066-88.jpg,CP,P,Con grieta,1,256,256,JPEG,RGB,14130,True,13.798828125,/workspace/SDNET2018_LIMPIO/P/CP/066-88.jpg,P_1
7111-14.jpg,/workspace/SDNET2018/W/CW/7111-14.jpg,CW,W,Con grieta,1,256,256,JPEG,RGB,8390,True,8.193359375,/workspace/SDNET2018_LIMPIO/W/CW/7111-14.jpg,W_1
7015-121.jpg,/workspace/SDNET2018/D/UD/7015-121.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,7434,True,7.259765625,/workspace/SDNET2018_LIMPIO/D/UD/7015-121.jpg,D_0
003-233.jpg,/workspace/SDNET2018/P/UP/003-233.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,12435,True,12.1435546875,/workspace/SDNET2018_LIMPIO/P/UP/003-233.jpg,P_0
056-49.jpg,/workspace/SDNET2018/P/UP/056-49.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,15644,True,15.27734375,/workspace/SDNET2018_LIMPIO/P/UP/056-49.jpg,P_0
7034-29.jpg,/workspace/SDNET2018/D/UD/7034-29.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,6001,True,5.8603515625,/workspace/SDNET2018_LIMPIO/D/UD/7034-29.jpg,D_0
092-179.jpg,/workspace/SDNET2018/P/CP/092-179.jpg,CP,P,Con grieta,1,256,256,JPEG,RGB,7174,True,7.005859375,/workspace/SDNET2018_LIMPIO/P/CP/092-179.jpg,P_1
7102-157.jpg,/workspace/SDNET2018/W/UW/7102-157.jpg,UW,W,Sin grieta,0,256,256,JPEG,RGB,6716,True,6.55859375,/workspace/SDNET2018_LIMPIO/W/UW/7102-157.jpg,W_0
7006-51.jpg,/workspace/SDNET2018/D/UD/7006-51.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,6869,True,6.7080078125,/workspace/SDNET2018_LIMPIO/D/UD/7006-51.jpg,D_0
064-101.jpg,/workspace/SDNET2018/P/UP/064-101.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,13815,True,13.4912109375,/workspace/SDNET2018_LIMPIO/P/UP/064-101.jpg,P_0
7032-172.jpg,/workspace/SDNET2018/D/UD/7032-172.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,9107,True,8.8935546875,/workspace/SDNET2018_LIMPIO/D/UD/7032-172.jpg,D_0
7008-88.jpg,/workspace/SDNET2018/D/UD/7008-88.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,7557,True,7.3798828125,/workspace/SDNET2018_LIMPIO/D/UD/7008-88.jpg,D_0
040-117.jpg,/workspace/SDNET2018/P/CP/040-117.jpg,CP,P,Con grieta,1,256,256,JPEG,RGB,20595,True,20.1123046875,/workspace/SDNET2018_LIMPIO/P/CP/040-117.jpg,P_1
7032-73.jpg,/workspace/SDNET2018/D/UD/7032-73.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,5608,True,5.4765625,/workspace/SDNET2018_LIMPIO/D/UD/7032-73.jpg,D_0
070-194.jpg,/workspace/SDNET2018/P/UP/070-194.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,14525,True,14.1845703125,/workspace/SDNET2018_LIMPIO/P/UP/070-194.jpg,P_0
7125-33.jpg,/workspace/SDNET2018/W/UW/7125-33.jpg,UW,W,Sin grieta,0,256,256,JPEG,RGB,9143,True,8.9287109375,/workspace/SDNET2018_LIMPIO/W/UW/7125-33.jpg,W_0
016-88.jpg,/workspace/SDNET2018/P/UP/016-88.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,14518,True,14.177734375,/workspace/SDNET2018_LIMPIO/P/UP/016-88.jpg,P_0
052-124.jpg,/workspace/SDNET2018/P/UP/052-124.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,10040,True,9.8046875,/workspace/SDNET2018_LIMPIO/P/UP/052-124.jpg,P_0
7140-102.jpg,/workspace/SDNET2018/W/UW/7140-102.jpg,UW,W,Sin grieta,0,256,256,JPEG,RGB,7352,True,7.1796875,/workspace/SDNET2018_LIMPIO/W/UW/7140-102.jpg,W_0
7032-182.jpg,/workspace/SDNET2018/D/UD/7032-182.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,6694,True,6.537109375,/workspace/SDNET2018_LIMPIO/D/UD/7032-182.jpg,D_0
064-169.jpg,/workspace/SDNET2018/P/UP/064-169.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,15172,True,14.81640625,/workspace/SDNET2018_LIMPIO/P/UP/064-169.jpg,P_0
7033-178.jpg,/workspace/SDNET2018/D/UD/7033-178.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,6425,True,6.2744140625,/workspace/SDNET2018_LIMPIO/D/UD/7033-178.jpg,D_0
025-102.jpg,/workspace/SDNET2018/P/UP/025-102.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,15588,True,15.22265625,/workspace/SDNET2018_LIMPIO/P/UP/025-102.jpg,P_0
7029-241.jpg,/workspace/SDNET2018/D/CD/7029-241.jpg,CD,D,Con grieta,1,256,256,JPEG,RGB,7953,True,7.7666015625,/workspace/SDNET2018_LIMPIO/D/CD/7029-241.jpg,D_1
007-70.jpg,/workspace/SDNET2018/P/CP/007-70.jpg,CP,P,Con grieta,1,256,256,JPEG,RGB,15674,True,15.306640625,/workspace/SDNET2018_LIMPIO/P/CP/007-70.jpg,P_1
040-176.jpg,/workspace/SDNET2018/P/UP/040-176.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,18522,True,18.087890625,/workspace/SDNET2018_LIMPIO/P/UP/040-176.jpg,P_0
7020-131.jpg,/workspace/SDNET2018/D/CD/7020-131.jpg,CD,D,Con grieta,1,256,256,JPEG,RGB,8892,True,8.68359375,/workspace/SDNET2018_LIMPIO/D/CD/7020-131.jpg,D_1
097-112.jpg,/workspace/SDNET2018/P/UP/097-112.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,15580,True,15.21484375,/workspace/SDNET2018_LIMPIO/P/UP/097-112.jpg,P_0
7117-25.jpg,/workspace/SDNET2018/W/UW/7117-25.jpg,UW,W,Sin grieta,0,256,256,JPEG,RGB,7744,True,7.5625,/workspace/SDNET2018_LIMPIO/W/UW/7117-25.jpg,W_0
7052-39.jpg,/workspace/SDNET2018/D/UD/7052-39.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,5417,True,5.2900390625,/workspace/SDNET2018_LIMPIO/D/UD/7052-39.jpg,D_0
7023-80.jpg,/workspace/SDNET2018/D/UD/7023-80.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,7947,True,7.7607421875,/workspace/SDNET2018_LIMPIO/D/UD/7023-80.jpg,D_0
018-140.jpg,/workspace/SDNET2018/P/UP/018-140.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,16780,True,16.38671875,/workspace/SDNET2018_LIMPIO/P/UP/018-140.jpg,P_0
006-81.jpg,/workspace/SDNET2018/P/UP/006-81.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,18150,True,17.724609375,/workspace/SDNET2018_LIMPIO/P/UP/006-81.jpg,P_0
056-164.jpg,/workspace/SDNET2018/P/UP/056-164.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,8010,True,7.822265625,/workspace/SDNET2018_LIMPIO/P/UP/056-164.jpg,P_0
7002-144.jpg,/workspace/SDNET2018/D/UD/7002-144.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,5475,True,5.3466796875,/workspace/SDNET2018_LIMPIO/D/UD/7002-144.jpg,D_0
7033-125.jpg,/workspace/SDNET2018/D/CD/7033-125.jpg,CD,D,Con grieta,1,256,256,JPEG,RGB,6326,True,6.177734375,/workspace/SDNET2018_LIMPIO/D/CD/7033-125.jpg,D_1
028-76.jpg,/workspace/SDNET2018/P/CP/028-76.jpg,CP,P,Con grieta,1,256,256,JPEG,RGB,14281,True,13.9462890625,/workspace/SDNET2018_LIMPIO/P/CP/028-76.jpg,P_1
004-164.jpg,/workspace/SDNET2018/P/UP/004-164.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,14952,True,14.6015625,/workspace/SDNET2018_LIMPIO/P/UP/004-164.jpg,P_0
