archivo,ruta,carpeta,elemento,estado,etiqueta,ancho_px,alto_px,formato,modo_color,tamaño_bytes,imagen_valida,tamaño_kb,ruta_limpia,estrato,probabilidad_fisura,prediccion,prediccion_texto,prediccion_correcta
7080-83.jpg,/workspace/SDNET2018/W/UW/7080-83.jpg,UW,W,Sin grieta,0,256,256,JPEG,RGB,6321,True,6.1728515625,/workspace/SDNET2018_LIMPIO/W/UW/7080-83.jpg,W_0,0.70120746,1,Con fisura,False
7080-244.jpg,/workspace/SDNET2018/W/CW/7080-244.jpg,CW,W,Con grieta,1,256,256,JPEG,RGB,5639,True,5.5068359375,/workspace/SDNET2018_LIMPIO/W/CW/7080-244.jpg,W_1,0.9997993,1,Con fisura,True
014-102.jpg,/workspace/SDNET2018/P/CP/014-102.jpg,CP,P,Con grieta,1,256,256,JPEG,RGB,15442,True,15.080078125,/workspace/SDNET2018_LIMPIO/P/CP/014-102.jpg,P_1,0.62678844,1,Con fisura,True
070-226.jpg,/workspace/SDNET2018/P/UP/070-226.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,15061,True,14.7080078125,/workspace/SDNET2018_LIMPIO/P/UP/070-226.jpg,P_0,0.1443204,0,Sin fisura,True
012-11.jpg,/workspace/SDNET2018/P/UP/012-11.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,14051,True,13.7216796875,/workspace/SDNET2018_LIMPIO/P/UP/012-11.jpg,P_0,0.22062284,0,Sin fisura,True
071-197.jpg,/workspace/SDNET2018/P/UP/071-197.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,11357,True,11.0908203125,/workspace/SDNET2018_LIMPIO/P/UP/071-197.jpg,P_0,0.30988848,0,Sin fisura,True
7010-251.jpg,/workspace/SDNET2018/D/UD/7010-251.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,6566,True,6.412109375,/workspace/SDNET2018_LIMPIO/D/UD/7010-251.jpg,D_0,0.22690493,0,Sin fisura,True
098-87.jpg,/workspace/SDNET2018/P/UP/098-87.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,10897,True,10.6416015625,/workspace/SDNET2018_LIMPIO/P/UP/098-87.jpg,P_0,0.14439744,0,Sin fisura,True
012-167.jpg,/workspace/SDNET2018/P/UP/012-167.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,18023,True,17.6005859375,/workspace/SDNET2018_LIMPIO/P/UP/012-167.jpg,P_0,0.3373966,0,Sin fisura,True
076-196.jpg,/workspace/SDNET2018/P/CP/076-196.jpg,CP,P,Con grieta,1,256,256,JPEG,RGB,14126,True,13.794921875,/workspace/SDNET2018_LIMPIO/P/CP/076-196.jpg,P_1,0.9496831,1,Con fisura,True
7007-45.jpg,/workspace/SDNET2018/D/UD/7007-45.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,7414,True,7.240234375,/workspace/SDNET2018_LIMPIO/D/UD/7007-45.jpg,D_0,0.24353556,0,Sin fisura,True
7104-48.jpg,/workspace/SDNET2018/W/UW/7104-48.jpg,UW,W,Sin grieta,0,256,256,JPEG,RGB,6689,True,6.5322265625,/workspace/SDNET2018_LIMPIO/W/UW/7104-48.jpg,W_0,0.5409625,1,Con fisura,False
7092-66.jpg,/workspace/SDNET2018/W/CW/7092-66.jpg,CW,W,Con grieta,1,256,256,JPEG,RGB,5361,True,5.2353515625,/workspace/SDNET2018_LIMPIO/W/CW/7092-66.jpg,W_1,0.68938136,1,Con fisura,True
100-141.jpg,/workspace/SDNET2018/P/CP/100-141.jpg,CP,P,Con grieta,1,256,256,JPEG,RGB,11412,True,11.14453125,/workspace/SDNET2018_LIMPIO/P/CP/100-141.jpg,P_1,0.9928213,1,Con fisura,True
7108-235.jpg,/workspace/SDNET2018/W/UW/7108-235.jpg,UW,W,Sin grieta,0,256,256,JPEG,RGB,4065,True,3.9697265625,/workspace/SDNET2018_LIMPIO/W/UW/7108-235.jpg,W_0,0.31249276,0,Sin fisura,True
7070-9.jpg,/workspace/SDNET2018/W/CW/7070-9.jpg,CW,W,Con grieta,1,256,256,JPEG,RGB,6215,True,6.0693359375,/workspace/SDNET2018_LIMPIO/W/CW/7070-9.jpg,W_1,0.4920814,0,Sin fisura,False
034-4.jpg,/workspace/SDNET2018/P/UP/034-4.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,8780,True,8.57421875,/workspace/SDNET2018_LIMPIO/P/UP/034-4.jpg,P_0,0.25399777,0,Sin fisura,True
7106-58.jpg,/workspace/SDNET2018/W/UW/7106-58.jpg,UW,W,Sin grieta,0,256,256,JPEG,RGB,7084,True,6.91796875,/workspace/SDNET2018_LIMPIO/W/UW/7106-58.jpg,W_0,0.3728353,0,Sin fisura,True
099-8.jpg,/workspace/SDNET2018/P/UP/099-8.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,11238,True,10.974609375,/workspace/SDNET2018_LIMPIO/P/UP/099-8.jpg,P_0,0.29936284,0,Sin fisura,True
7079-119.jpg,/workspace/SDNET2018/W/UW/7079-119.jpg,UW,W,Sin grieta,0,256,256,JPEG,RGB,7331,True,7.1591796875,/workspace/SDNET2018_LIMPIO/W/UW/7079-119.jpg,W_0,0.3470902,0,Sin fisura,True
7003-148.jpg,/workspace/SDNET2018/D/UD/7003-148.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,6396,True,6.24609375,/workspace/SDNET2018_LIMPIO/D/UD/7003-148.jpg,D_0,0.4106248,0,Sin fisura,True
7131-221.jpg,/workspace/SDNET2018/W/UW/7131-221.jpg,UW,W,Sin grieta,0,256,256,JPEG,RGB,6952,True,6.7890625,/workspace/SDNET2018_LIMPIO/W/UW/7131-221.jpg,W_0,0.17099543,0,Sin fisura,True
7120-111.jpg,/workspace/SDNET2018/W/UW/7120-111.jpg,UW,W,Sin grieta,0,256,256,JPEG,RGB,9754,True,9.525390625,/workspace/SDNET2018_LIMPIO/W/UW/7120-111.jpg,W_0,0.25845137,0,Sin fisura,True
030-36.jpg,/workspace/SDNET2018/P/UP/030-36.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,6498,True,6.345703125,/workspace/SDNET2018_LIMPIO/P/UP/030-36.jpg,P_0,0.23348401,0,Sin fisura,True
085-161.jpg,/workspace/SDNET2018/P/UP/085-161.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,8525,True,8.3251953125,/workspace/SDNET2018_LIMPIO/P/UP/085-161.jpg,P_0,0.2420782,0,Sin fisura,True
013-112.jpg,/workspace/SDNET2018/P/UP/013-112.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,17077,True,16.6767578125,/workspace/SDNET2018_LIMPIO/P/UP/013-112.jpg,P_0,0.14896709,0,Sin fisura,True
065-196.jpg,/workspace/SDNET2018/P/UP/065-196.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,12346,True,12.056640625,/workspace/SDNET2018_LIMPIO/P/UP/065-196.jpg,P_0,0.31945592,0,Sin fisura,True
7044-71.jpg,/workspace/SDNET2018/D/UD/7044-71.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,7080,True,6.9140625,/workspace/SDNET2018_LIMPIO/D/UD/7044-71.jpg,D_0,0.51934284,1,Con fisura,False
7010-39.jpg,/workspace/SDNET2018/D/UD/7010-39.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,4877,True,4.7626953125,/workspace/SDNET2018_LIMPIO/D/UD/7010-39.jpg,D_0,0.4505521,0,Sin fisura,True
7022-79.jpg,/workspace/SDNET2018/D/UD/7022-79.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,7032,True,6.8671875,/workspace/SDNET2018_LIMPIO/D/UD/7022-79.jpg,D_0,0.5899383,1,Con fisura,False
7089-67.jpg,/workspace/SDNET2018/W/UW/7089-67.jpg,UW,W,Sin grieta,0,256,256,JPEG,RGB,8361,True,8.1650390625,/workspace/SDNET2018_LIMPIO/W/UW/7089-67.jpg,W_0,0.7372936,1,Con fisura,False
7054-38.jpg,/workspace/SDNET2018/D/UD/7054-38.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,4443,True,4.3388671875,/workspace/SDNET2018_LIMPIO/D/UD/7054-38.jpg,D_0,0.2956306,0,Sin fisura,True
051-87.jpg,/workspace/SDNET2018/P/UP/051-87.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,12336,True,12.046875,/workspace/SDNET2018_LIMPIO/P/UP/051-87.jpg,P_0,0.14541824,0,Sin fisura,True
7109-142.jpg,/workspace/SDNET2018/W/UW/7109-142.jpg,UW,W,Sin grieta,0,256,256,JPEG,RGB,6250,True,6.103515625,/workspace/SDNET2018_LIMPIO/W/UW/7109-142.jpg,W_0,0.15931143,0,Sin fisura,True
7012-117.jpg,/workspace/SDNET2018/D/UD/7012-117.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,9189,True,8.9736328125,/workspace/SDNET2018_LIMPIO/D/UD/7012-117.jpg,D_0,0.30027398,0,Sin fisura,True
031-12.jpg,/workspace/SDNET2018/P/UP/031-12.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,11188,True,10.92578125,/workspace/SDNET2018_LIMPIO/P/UP/031-12.jpg,P_0,0.5088791,1,Con fisura,False
086-171.jpg,/workspace/SDNET2018/P/UP/086-171.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,11199,True,10.9365234375,/workspace/SDNET2018_LIMPIO/P/UP/086-171.jpg,P_0,0.20230056,0,Sin fisura,True
7045-210.jpg,/workspace/SDNET2018/D/UD/7045-210.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,9015,True,8.8037109375,/workspace/SDNET2018_LIMPIO/D/UD/7045-210.jpg,D_0,0.45026675,0,Sin fisura,True
064-220.jpg,/workspace/SDNET2018/P/UP/064-220.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,11745,True,11.4697265625,/workspace/SDNET2018_LIMPIO/P/UP/064-220.jpg,P_0,0.19524495,0,Sin fisura,True
7023-139.jpg,/workspace/SDNET2018/D/UD/7023-139.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,7440,True,7.265625,/workspace/SDNET2018_LIMPIO/D/UD/7023-139.jpg,D_0,0.34032658,0,Sin fisura,True
7011-59.jpg,/workspace/SDNET2018/D/CD/7011-59.jpg,CD,D,Con grieta,1,256,256,JPEG,RGB,6546,True,6.392578125,/workspace/SDNET2018_LIMPIO/D/CD/7011-59.jpg,D_1,0.99994576,1,Con fisura,True
7007-70.jpg,/workspace/SDNET2018/D/UD/7007-70.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,7129,True,6.9619140625,/workspace/SDNET2018_LIMPIO/D/UD/7007-70.jpg,D_0,0.50694865,1,Con fisura,False
7017-110.jpg,/workspace/SDNET2018/D/UD/7017-110.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,9008,True,8.796875,/workspace/SDNET2018_LIMPIO/D/UD/7017-110.jpg,D_0,0.12194559,0,Sin fisura,True
7120-85.jpg,/workspace/SDNET2018/W/UW/7120-85.jpg,UW,W,Sin grieta,0,256,256,JPEG,RGB,8299,True,8.1044921875,/workspace/SDNET2018_LIMPIO/W/UW/7120-85.jpg,W_0,0.4304721,0,Sin fisura,True
7092-131.jpg,/workspace/SDNET2018/W/CW/7092-131.jpg,CW,W,Con grieta,1,256,256,JPEG,RGB,6510,True,6.357421875,/workspace/SDNET2018_LIMPIO/W/CW/7092-131.jpg,W_1,0.98577636,1,Con fisura,True
002-202.jpg,/workspace/SDNET2018/P/UP/002-202.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,8811,True,8.6044921875,/workspace/SDNET2018_LIMPIO/P/UP/002-202.jpg,P_0,0.450941,0,Sin fisura,True
035-166.jpg,/workspace/SDNET2018/P/UP/035-166.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,16479,True,16.0927734375,/workspace/SDNET2018_LIMPIO/P/UP/035-166.jpg,P_0,0.21190727,0,Sin fisura,True
065-37.jpg,/workspace/SDNET2018/P/UP/065-37.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,10027,True,9.7919921875,/workspace/SDNET2018_LIMPIO/P/UP/065-37.jpg,P_0,0.10322419,0,Sin fisura,True
003-108.jpg,/workspace/SDNET2018/P/UP/003-108.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,10918,True,10.662109375,/workspace/SDNET2018_LIMPIO/P/UP/003-108.jpg,P_0,0.178205,0,Sin fisura,True
7116-240.jpg,/workspace/SDNET2018/W/UW/7116-240.jpg,UW,W,Sin grieta,0,256,256,JPEG,RGB,4701,True,4.5908203125,/workspace/SDNET2018_LIMPIO/W/UW/7116-240.jpg,W_0,0.1636978,0,Sin fisura,True
7080-55.jpg,/workspace/SDNET2018/W/UW/7080-55.jpg,UW,W,Sin grieta,0,256,256,JPEG,RGB,4245,True,4.1455078125,/workspace/SDNET2018_LIMPIO/W/UW/7080-55.jpg,W_0,0.50308037,1,Con fisura,False
7028-162.jpg,/workspace/SDNET2018/D/CD/7028-162.jpg,CD,D,Con grieta,1,256,256,JPEG,RGB,7304,True,7.1328125,/workspace/SDNET2018_LIMPIO/D/CD/7028-162.jpg,D_1,0.88015807,1,Con fisura,True
009-30.jpg,/workspace/SDNET2018/P/UP/009-30.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,11782,True,11.505859375,/workspace/SDNET2018_LIMPIO/P/UP/009-30.jpg,P_0,0.15031269,0,Sin fisura,True
098-101.jpg,/workspace/SDNET2018/P/CP/098-101.jpg,CP,P,Con grieta,1,256,256,JPEG,RGB,15064,True,14.7109375,/workspace/SDNET2018_LIMPIO/P/CP/098-101.jpg,P_1,0.4080903,0,Sin fisura,False
032-149.jpg,/workspace/SDNET2018/P/UP/032-149.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,16251,True,15.8701171875,/workspace/SDNET2018_LIMPIO/P/UP/032-149.jpg,P_0,0.17793612,0,Sin fisura,True
014-144.jpg,/workspace/SDNET2018/P/CP/014-144.jpg,CP,P,Con grieta,1,256,256,JPEG,RGB,9935,True,9.7021484375,/workspace/SDNET2018_LIMPIO/P/CP/014-144.jpg,P_1,0.47719854,0,Sin fisura,False
104-56.jpg,/workspace/SDNET2018/P/UP/104-56.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,5718,True,5.583984375,/workspace/SDNET2018_LIMPIO/P/UP/104-56.jpg,P_0,0.2789935,0,Sin fisura,True
7029-178.jpg,/workspace/SDNET2018/D/UD/7029-178.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,7809,True,7.6259765625,/workspace/SDNET2018_LIMPIO/D/UD/7029-178.jpg,D_0,0.31797352,0,Sin fisura,True
7070-78.jpg,/workspace/SDNET2018/W/CW/7070-78.jpg,CW,W,Con grieta,1,256,256,JPEG,RGB,7241,True,7.0712890625,/workspace/SDNET2018_LIMPIO/W/CW/7070-78.jpg,W_1,0.40037885,0,Sin fisura,False
7016-247.jpg,/workspace/SDNET2018/D/UD/7016-247.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,6428,True,6.27734375,/workspace/SDNET2018_LIMPIO/D/UD/7016-247.jpg,D_0,0.3179793,0,Sin fisura,True
041-95.jpg,/workspace/SDNET2018/P/UP/041-95.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,16184,True,15.8046875,/workspace/SDNET2018_LIMPIO/P/UP/041-95.jpg,P_0,0.2246251,0,Sin fisura,True
066-88.jpg,/workspace/SDNET2018/P/CP/066-88.jpg,CP,P,Con grieta,1,256,256,JPEG,RGB,14130,True,13.798828125,/workspace/SDNET2018_LIMPIO/P/CP/066-88.jpg,P_1,0.9935029,1,Con fisura,True
7111-14.jpg,/workspace/SDNET2018/W/CW/7111-14.jpg,CW,W,Con grieta,1,256,256,JPEG,RGB,8390,True,8.193359375,/workspace/SDNET2018_LIMPIO/W/CW/7111-14.jpg,W_1,0.17302272,0,Sin fisura,False
7015-121.jpg,/workspace/SDNET2018/D/UD/7015-121.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,7434,True,7.259765625,/workspace/SDNET2018_LIMPIO/D/UD/7015-121.jpg,D_0,0.34182793,0,Sin fisura,True
003-233.jpg,/workspace/SDNET2018/P/UP/003-233.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,12435,True,12.1435546875,/workspace/SDNET2018_LIMPIO/P/UP/003-233.jpg,P_0,0.12436865,0,Sin fisura,True
056-49.jpg,/workspace/SDNET2018/P/UP/056-49.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,15644,True,15.27734375,/workspace/SDNET2018_LIMPIO/P/UP/056-49.jpg,P_0,0.20813785,0,Sin fisura,True
7034-29.jpg,/workspace/SDNET2018/D/UD/7034-29.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,6001,True,5.8603515625,/workspace/SDNET2018_LIMPIO/D/UD/7034-29.jpg,D_0,0.25837606,0,Sin fisura,True
092-179.jpg,/workspace/SDNET2018/P/CP/092-179.jpg,CP,P,Con grieta,1,256,256,JPEG,RGB,7174,True,7.005859375,/workspace/SDNET2018_LIMPIO/P/CP/092-179.jpg,P_1,0.8995199,1,Con fisura,True
7102-157.jpg,/workspace/SDNET2018/W/UW/7102-157.jpg,UW,W,Sin grieta,0,256,256,JPEG,RGB,6716,True,6.55859375,/workspace/SDNET2018_LIMPIO/W/UW/7102-157.jpg,W_0,0.47961015,0,Sin fisura,True
7006-51.jpg,/workspace/SDNET2018/D/UD/7006-51.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,6869,True,6.7080078125,/workspace/SDNET2018_LIMPIO/D/UD/7006-51.jpg,D_0,0.20687893,0,Sin fisura,True
064-101.jpg,/workspace/SDNET2018/P/UP/064-101.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,13815,True,13.4912109375,/workspace/SDNET2018_LIMPIO/P/UP/064-101.jpg,P_0,0.27677724,0,Sin fisura,True
7032-172.jpg,/workspace/SDNET2018/D/UD/7032-172.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,9107,True,8.8935546875,/workspace/SDNET2018_LIMPIO/D/UD/7032-172.jpg,D_0,0.24919899,0,Sin fisura,True
7008-88.jpg,/workspace/SDNET2018/D/UD/7008-88.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,7557,True,7.3798828125,/workspace/SDNET2018_LIMPIO/D/UD/7008-88.jpg,D_0,0.3426185,0,Sin fisura,True
040-117.jpg,/workspace/SDNET2018/P/CP/040-117.jpg,CP,P,Con grieta,1,256,256,JPEG,RGB,20595,True,20.1123046875,/workspace/SDNET2018_LIMPIO/P/CP/040-117.jpg,P_1,0.3625156,0,Sin fisura,False
7032-73.jpg,/workspace/SDNET2018/D/UD/7032-73.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,5608,True,5.4765625,/workspace/SDNET2018_LIMPIO/D/UD/7032-73.jpg,D_0,0.0009584885,0,Sin fisura,True
070-194.jpg,/workspace/SDNET2018/P/UP/070-194.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,14525,True,14.1845703125,/workspace/SDNET2018_LIMPIO/P/UP/070-194.jpg,P_0,0.13517645,0,Sin fisura,True
7125-33.jpg,/workspace/SDNET2018/W/UW/7125-33.jpg,UW,W,Sin grieta,0,256,256,JPEG,RGB,9143,True,8.9287109375,/workspace/SDNET2018_LIMPIO/W/UW/7125-33.jpg,W_0,0.11155033,0,Sin fisura,True
016-88.jpg,/workspace/SDNET2018/P/UP/016-88.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,14518,True,14.177734375,/workspace/SDNET2018_LIMPIO/P/UP/016-88.jpg,P_0,0.96420306,1,Con fisura,False
052-124.jpg,/workspace/SDNET2018/P/UP/052-124.jpg,UP,P,Sin grieta,0,256,256,JPEG,RGB,10040,True,9.8046875,/workspace/SDNET2018_LIMPIO/P/UP/052-124.jpg,P_0,0.2550927,0,Sin fisura,True
7140-102.jpg,/workspace/SDNET2018/W/UW/7140-102.jpg,UW,W,Sin grieta,0,256,256,JPEG,RGB,7352,True,7.1796875,/workspace/SDNET2018_LIMPIO/W/UW/7140-102.jpg,W_0,0.5078282,1,Con fisura,False
7032-182.jpg,/workspace/SDNET2018/D/UD/7032-182.jpg,UD,D,Sin grieta,0,256,256,JPEG,RGB,6694,True,6.537109375,/workspace/SDNET2018_LIMPIO/D/UD/7032-182.jpg,D_0,0.36695924,0,Sin fisura,True
